feedback,status,subject,enrollment_date,age,country,study_hours_per_week
"Some topics were useful, others were not very relevant.",Completed,Business,15-03-2023,25,South Africa,14.4
This course helped me a lot in understanding the subject.,Completed,Data Science,14-02-2023,21,Brazil,10.4
I really enjoyed the instructor's teaching style.,Completed,Philosophy,26-11-2022,44,Brazil,3
"The pace was average, not too fast or too slow.",Completed,Computer Science,11-11-2022,18,USA,3.7
There were too many assignments with little explanation.,Dropout,Business,18-08-2023,28,Germany,1.5
The course was okay but could be better.,Dropout,Psychology,06-03-2022,34,India,13.7
The overall experience was decent but not outstanding.,Dropout,Computer Science,02-04-2024,38,South Africa,5.5
The content was clear and well structured.,Completed,Psychology,13-02-2024,21,Brazil,5.1
The instructor did not explain concepts clearly.,Dropout,Physics,13-12-2024,25,India,1.5
The instructor did not explain concepts clearly.,Dropout,Physics,03-10-2023,23,Japan,6.8
The course was too difficult and confusing.,Dropout,Computer Science,24-07-2023,21,South Africa,19.8
The course was okay but could be better.,Completed,Psychology,26-04-2024,42,Brazil,3.9
This course helped me a lot in understanding the subject.,Completed,Business,24-07-2022,34,Japan,16.2
There were too many assignments with little explanation.,Dropout,Business,14-11-2022,32,Germany,13
The course was too difficult and confusing.,Dropout,Mathematics,18-09-2022,25,India,3.5
The course was very engaging and easy to follow.,Completed,Business,22-02-2024,41,South Africa,9.6
There were too many assignments with little explanation.,Dropout,Business,11-06-2022,39,Germany,10.9
The instructor did not explain concepts clearly.,Dropout,Machine Learning,23-11-2024,45,UK,15.7
The course was okay but could be better.,Dropout,Machine Learning,25-04-2024,30,Brazil,1.8
There were too many assignments with little explanation.,Dropout,Physics,18-09-2022,33,China,11.5
I liked parts of the course but not everything.,Completed,Philosophy,10-03-2022,36,China,8.3
"Some topics were useful, others were not very relevant.",Dropout,Machine Learning,31-10-2023,22,South Africa,8.4
"The pace was average, not too fast or too slow.",Completed,Psychology,13-09-2023,27,UK,1.3
The instructor did not explain concepts clearly.,Dropout,Economics,02-11-2022,26,China,11.3
This course helped me a lot in understanding the subject.,Completed,Machine Learning,16-05-2023,45,South Africa,5.5
The instructor did not explain concepts clearly.,Dropout,Business,27-03-2022,25,USA,16.9
"The pace was average, not too fast or too slow.",Dropout,Data Science,09-11-2022,30,Brazil,13
The instructor did not explain concepts clearly.,Dropout,Machine Learning,25-05-2023,39,Japan,8.8
I really enjoyed the instructor's teaching style.,Completed,Data Science,25-06-2023,32,USA,17.6
I found the lectures boring and unhelpful.,Dropout,Philosophy,14-09-2022,41,Germany,17.1
The overall experience was decent but not outstanding.,Completed,Mathematics,15-09-2023,41,South Africa,8.8
The instructor did not explain concepts clearly.,Dropout,Machine Learning,03-04-2022,25,Australia,2.5
I lost motivation because the content was overwhelming.,Dropout,Machine Learning,22-11-2024,21,USA,18.9
The instructor did not explain concepts clearly.,Dropout,Data Science,02-12-2023,20,Canada,4
I liked parts of the course but not everything.,Dropout,Philosophy,05-01-2022,27,Australia,9.6
"Some topics were useful, others were not very relevant.",Completed,Data Science,17-07-2023,43,India,16.3
I liked parts of the course but not everything.,Completed,Machine Learning,30-08-2023,39,China,9.7
I found the lectures boring and unhelpful.,Dropout,Data Science,10-02-2023,21,Australia,16.4
"Some topics were useful, others were not very relevant.",Completed,Psychology,07-10-2023,33,UK,19
I liked parts of the course but not everything.,Dropout,Business,25-08-2024,37,Australia,16
I completed all modules and feel more confident now.,Completed,Data Science,01-04-2023,24,South Africa,6
The course was very engaging and easy to follow.,Completed,Philosophy,16-04-2023,25,Japan,3
"Some topics were useful, others were not very relevant.",Dropout,Philosophy,15-08-2023,20,UK,16.5
I completed all modules and feel more confident now.,Completed,Machine Learning,09-01-2022,44,Brazil,1.3
"Some topics were useful, others were not very relevant.",Dropout,Computer Science,20-12-2023,25,USA,14.4
The course was okay but could be better.,Dropout,Computer Science,23-03-2024,25,USA,14
I found the lectures boring and unhelpful.,Dropout,Data Science,29-12-2024,37,Brazil,13.2
"Some topics were useful, others were not very relevant.",Completed,Machine Learning,06-12-2022,28,Canada,8.5
I completed all modules and feel more confident now.,Completed,Data Science,06-05-2022,26,South Africa,6.5
I liked parts of the course but not everything.,Completed,Philosophy,08-09-2023,35,Brazil,15.7
"The pace was average, not too fast or too slow.",Completed,Psychology,24-11-2024,20,South Africa,1.2
"Some topics were useful, others were not very relevant.",Dropout,Machine Learning,21-02-2022,19,South Africa,16.2
I found the lectures boring and unhelpful.,Dropout,Computer Science,22-09-2024,42,Canada,13.4
The overall experience was decent but not outstanding.,Completed,Psychology,09-02-2023,43,Canada,16.5
I liked parts of the course but not everything.,Dropout,Economics,31-07-2022,21,USA,9.4
The course was very engaging and easy to follow.,Completed,Data Science,24-07-2023,37,India,4.2
The instructor did not explain concepts clearly.,Dropout,Psychology,25-08-2023,20,Germany,7.3
I liked parts of the course but not everything.,Completed,Psychology,11-04-2023,25,Canada,13.6
The overall experience was decent but not outstanding.,Completed,History,03-12-2023,29,UK,5.3
I liked parts of the course but not everything.,Dropout,Data Science,09-03-2023,41,Canada,7.8
The course was too difficult and confusing.,Dropout,Psychology,04-01-2023,30,Brazil,19.6
"Some topics were useful, others were not very relevant.",Dropout,Machine Learning,05-09-2024,38,South Africa,5.5
This course helped me a lot in understanding the subject.,Completed,Philosophy,14-09-2023,42,Brazil,14.2
The instructor did not explain concepts clearly.,Dropout,Economics,11-10-2024,40,UK,18.7
"The pace was average, not too fast or too slow.",Dropout,Business,13-12-2024,30,Germany,19.4
The overall experience was decent but not outstanding.,Dropout,Mathematics,08-09-2024,39,Brazil,11.5
The instructor did not explain concepts clearly.,Dropout,Machine Learning,10-05-2023,26,Japan,4.8
I liked parts of the course but not everything.,Dropout,Philosophy,10-03-2024,32,India,9.2
The course was okay but could be better.,Completed,Economics,27-07-2022,33,Canada,16.7
The overall experience was decent but not outstanding.,Completed,Mathematics,31-08-2022,40,USA,8.4
The course was very engaging and easy to follow.,Completed,History,20-01-2023,29,Australia,8.5
This course helped me a lot in understanding the subject.,Completed,Philosophy,31-12-2024,40,Japan,9.5
The instructor did not explain concepts clearly.,Dropout,Business,09-01-2024,33,India,17.1
The overall experience was decent but not outstanding.,Dropout,Physics,29-05-2023,39,UK,10
"The pace was average, not too fast or too slow.",Dropout,History,25-03-2024,41,Japan,19.3
The course was okay but could be better.,Completed,Mathematics,23-04-2022,28,India,12.8
"Some topics were useful, others were not very relevant.",Dropout,Data Science,15-01-2022,19,USA,15.9
The course was too difficult and confusing.,Dropout,Machine Learning,01-11-2023,31,USA,8.9
This course helped me a lot in understanding the subject.,Completed,Economics,13-06-2023,43,Australia,19.4
There were too many assignments with little explanation.,Dropout,Machine Learning,19-04-2023,18,India,13.8
I lost motivation because the content was overwhelming.,Dropout,Economics,13-09-2023,39,Brazil,16.8
"The pace was average, not too fast or too slow.",Dropout,History,06-09-2024,22,Canada,13.8
I found the lectures boring and unhelpful.,Dropout,Data Science,25-06-2023,39,Australia,11.1
I liked parts of the course but not everything.,Completed,Physics,25-04-2024,45,Germany,19.4
I really enjoyed the instructor's teaching style.,Completed,Philosophy,11-10-2022,22,USA,15.7
There were too many assignments with little explanation.,Dropout,Data Science,21-04-2024,24,USA,11
I completed all modules and feel more confident now.,Completed,Machine Learning,11-09-2024,30,USA,13.1
The course was too difficult and confusing.,Dropout,Mathematics,24-01-2023,31,Australia,15.5
The overall experience was decent but not outstanding.,Completed,Physics,17-05-2024,34,Canada,7
"Some topics were useful, others were not very relevant.",Dropout,Computer Science,08-06-2024,26,India,16.9
I lost motivation because the content was overwhelming.,Dropout,Philosophy,19-05-2022,40,Japan,14.9
The course was okay but could be better.,Dropout,Mathematics,28-12-2024,22,Brazil,16.3
There were too many assignments with little explanation.,Dropout,History,08-05-2023,32,Japan,5.9
The content was clear and well structured.,Completed,Mathematics,04-10-2023,23,Japan,8.9
I completed all modules and feel more confident now.,Completed,Psychology,01-12-2024,26,Canada,16.2
"The pace was average, not too fast or too slow.",Completed,History,04-11-2024,21,USA,2.4
I lost motivation because the content was overwhelming.,Dropout,Data Science,22-05-2024,26,India,12.5
The course was okay but could be better.,Dropout,Economics,20-10-2024,33,USA,17
The course was okay but could be better.,Completed,Philosophy,25-04-2022,42,Brazil,14.3
I liked parts of the course but not everything.,Dropout,Economics,07-09-2024,37,India,4.3
The overall experience was decent but not outstanding.,Completed,Machine Learning,08-11-2022,18,Australia,19.1
I liked parts of the course but not everything.,Dropout,Mathematics,27-08-2022,31,UK,17.8
"Some topics were useful, others were not very relevant.",Completed,Data Science,20-03-2023,22,Canada,7.2
I really enjoyed the instructor's teaching style.,Completed,Economics,14-01-2022,23,Japan,7.1
I liked parts of the course but not everything.,Completed,Physics,21-07-2024,43,Japan,4.7
I liked parts of the course but not everything.,Completed,Philosophy,09-10-2023,42,Germany,2.3
The instructor did not explain concepts clearly.,Dropout,Computer Science,06-07-2023,39,USA,2.4
This course helped me a lot in understanding the subject.,Completed,History,22-07-2024,18,Canada,14.5
The content was clear and well structured.,Completed,Business,15-03-2024,38,South Africa,17.4
I found the lectures boring and unhelpful.,Dropout,Mathematics,18-01-2024,35,Australia,14.9
I lost motivation because the content was overwhelming.,Dropout,Physics,04-03-2022,43,India,11.3
"Some topics were useful, others were not very relevant.",Completed,Physics,07-03-2022,41,China,14.3
The instructor did not explain concepts clearly.,Dropout,Economics,13-10-2022,34,South Africa,5.2
I found the lectures boring and unhelpful.,Dropout,Data Science,24-08-2024,39,China,11
There were too many assignments with little explanation.,Dropout,Computer Science,16-04-2023,40,Brazil,19.7
"The pace was average, not too fast or too slow.",Completed,Business,02-11-2022,23,India,10
I found the lectures boring and unhelpful.,Dropout,Philosophy,08-07-2024,45,India,11.5
"The pace was average, not too fast or too slow.",Dropout,Computer Science,03-06-2023,44,USA,9.3
I liked parts of the course but not everything.,Dropout,Philosophy,30-05-2024,42,Canada,13
I really enjoyed the instructor's teaching style.,Completed,Mathematics,02-11-2023,29,Germany,2.7
The course was too difficult and confusing.,Dropout,Business,15-06-2022,19,China,3.2
